ReservationId,GuestId,Hotel,Reservation Status,Source,Source,BookingDateTime,ArrivalDate,DepartureDate,ActualArrivalDateTime,ActualDepartureDateTime,NumberOfPersons
1782,5054712,Hotel2,Checked Out,WEB,Website,25/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
1783,5054787,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1784,5152797,Hotel2,Checked Out,OTA,Online Travel Agency,25/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
1785,5130573,Hotel1,Checked Out,GDS,Corporate Booking System,25/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1786,5127226,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1787,4908243,Hotel1,Cancelled,WEB,Website,25/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
1788,5054937,Hotel1,Checked Out,WEB,Website,25/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1789,24123,Hotel1,Checked Out,WEB,Website,25/09/2018,05/10/2018,09/10/2018,05/10/2018,09/10/2018,2
1790,5129815,Hotel1,Checked Out,GDS,Corporate Booking System,25/09/2018,01/10/2018,03/10/2018,01/10/2018,03/10/2018,1
1791,5055067,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1792,153258,Hotel1,Checked Out,DIR,Phone/walk-in,25/09/2018,03/10/2018,06/10/2018,03/10/2018,06/10/2018,1
1793,5136384,Hotel1,Checked Out,GDS,Corporate Booking System,25/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1794,5141017,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1795,5141023,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1796,5141019,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1797,5055358,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,02/10/2018,05/10/2018,02/10/2018,05/10/2018,1
1798,5141577,Hotel1,Checked Out,GDS,Corporate Booking System,25/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1799,5055466,Hotel2,Cancelled,WEB,Website,25/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
1800,5055466,Hotel2,Cancelled,WEB,Website,25/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
1801,5140639,Hotel2,Checked Out,OTA,Online Travel Agency,25/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1802,5135929,Hotel2,Checked Out,OTA,Online Travel Agency,25/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1803,5136649,Hotel2,Checked Out,OTA,Online Travel Agency,25/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1804,5146770,Hotel1,Checked Out,GDS,Corporate Booking System,25/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1805,5135374,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,2
1806,5055855,Hotel1,Cancelled,GDS,Corporate Booking System,25/09/2018,04/10/2018,08/10/2018,NULL,NULL,1
1807,1112956,Hotel2,Checked Out,WEB,Website,25/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
1808,5055877,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1809,2973787,Hotel1,Checked Out,WEB,Website,25/09/2018,03/10/2018,05/10/2018,03/10/2018,05/10/2018,1
1810,5056026,Hotel2,Checked Out,WEB,Website,25/09/2018,07/10/2018,09/10/2018,07/10/2018,09/10/2018,1
1811,65395,Hotel2,Checked Out,WEB,Website,25/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1812,5159247,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
1813,4136563,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1814,455761,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
1815,5145433,Hotel1,Checked Out,WEB,Website,25/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
1816,5131506,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1817,1070166,Hotel1,Checked Out,WEB,Website,25/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
1818,5056672,Hotel2,Cancelled,WEB,Website,25/09/2018,05/10/2018,06/10/2018,NULL,NULL,2
1819,5056683,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
1820,5056672,Hotel2,Checked Out,WEB,Website,25/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
1821,4610685,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
1822,5136234,Hotel2,Checked Out,GDS,Corporate Booking System,25/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1823,5155206,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
1824,5057148,Hotel1,No Show,OTA,Online Travel Agency,25/09/2018,06/10/2018,07/10/2018,NULL,NULL,2
1825,5155224,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
1826,5057152,Hotel1,No Show,OTA,Online Travel Agency,25/09/2018,06/10/2018,07/10/2018,NULL,NULL,2
1827,5138652,Hotel1,Checked Out,GDS,Corporate Booking System,25/09/2018,03/10/2018,17/10/2018,03/10/2018,17/10/2018,1
1828,37261,Hotel1,Checked Out,WEB,Website,25/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1829,5057481,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
1830,5154735,Hotel2,Checked Out,OTA,Online Travel Agency,25/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
1831,5149426,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,07/10/2018,08/10/2018,08/10/2018,08/10/2018,2
1832,5146431,Hotel1,Checked Out,GDS,Corporate Booking System,25/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1833,5151447,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
1834,345627,Hotel2,Checked Out,WEB,Website,25/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1835,5156283,Hotel1,Checked Out,GDS,Corporate Booking System,25/09/2018,07/10/2018,17/10/2018,07/10/2018,17/10/2018,1
1836,5149944,Hotel1,Checked Out,GDS,Corporate Booking System,25/09/2018,05/10/2018,11/10/2018,05/10/2018,11/10/2018,1
1837,5058628,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,01/10/2018,03/10/2018,01/10/2018,03/10/2018,1
1838,5127252,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,01/10/2018,03/10/2018,01/10/2018,03/10/2018,1
1839,5058759,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
1840,5058901,Hotel1,Checked Out,WEB,Website,25/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
1841,5131074,Hotel1,Checked Out,OTA,Online Travel Agency,25/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
1842,5060182,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,03/10/2018,01/10/2018,03/10/2018,1
1843,5152080,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
1844,5149977,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
1845,5061229,Hotel1,Cancelled,GDS,Corporate Booking System,26/09/2018,07/10/2018,17/10/2018,NULL,NULL,1
1846,982353,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
1847,5145331,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1848,5156593,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,07/10/2018,17/10/2018,07/10/2018,17/10/2018,1
1849,5061618,Hotel1,Checked Out,WEB,Website,26/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
1850,5140476,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
1851,5197792,Hotel2,Checked Out,OTA,Online Travel Agency,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1852,5061936,Hotel2,Cancelled,OTA,Online Travel Agency,26/09/2018,04/10/2018,06/10/2018,NULL,NULL,2
1853,5151243,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
1854,5062461,Hotel2,Checked Out,WEB,Website,26/09/2018,01/10/2018,03/10/2018,01/10/2018,03/10/2018,1
1855,5147355,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1856,5062515,Hotel2,Checked Out,DIR,Phone/walk-in,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1857,5062527,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
1858,5062551,Hotel1,Checked Out,DIR,Phone/walk-in,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1859,5062555,Hotel1,Checked Out,DIR,Phone/walk-in,26/09/2018,01/10/2018,02/10/2018,02/10/2018,02/10/2018,1
1860,5062614,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
1861,5147229,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1862,5062701,Hotel2,Checked Out,OTA,Online Travel Agency,26/09/2018,04/10/2018,06/10/2018,04/10/2018,06/10/2018,2
1863,5131425,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1864,5158138,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
1865,5136426,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1866,5147034,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1867,5062735,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
1868,3195628,Hotel1,Cancelled,WEB,Website,26/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
1869,5062836,Hotel1,Checked Out,WEB,Website,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1870,5062839,Hotel1,Checked Out,WEB,Website,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1871,5130412,Hotel1,Checked Out,WEB,Website,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1872,5062894,Hotel1,Checked Out,WEB,Website,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
1873,5062914,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1874,2872611,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1875,4344573,Hotel2,Checked Out,WEB,Website,26/09/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,1
1876,5158591,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
1877,2562181,Hotel1,Checked Out,WEB,Website,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
1878,5155695,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
1879,5152945,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,1
1880,5136376,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1881,5177442,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,1
1882,5063244,Hotel1,Cancelled,WEB,Website,26/09/2018,03/10/2018,04/10/2018,NULL,NULL,1
1883,5131083,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
1884,5063329,Hotel1,Cancelled,OTA,Online Travel Agency,26/09/2018,06/10/2018,07/10/2018,NULL,NULL,2
1885,5145745,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,04/10/2018,08/10/2018,04/10/2018,08/10/2018,1
1886,5131615,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1887,5063482,Hotel2,Checked Out,WEB,Website,26/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
1888,5148994,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
1889,5063505,Hotel2,Cancelled,OTA,Online Travel Agency,26/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
1890,5063506,Hotel2,Cancelled,OTA,Online Travel Agency,26/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
1891,5127322,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1892,5063679,Hotel1,Checked Out,WEB,Website,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1893,5130180,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1894,5129473,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1895,5141497,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1896,5132752,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1897,5063923,Hotel2,Checked Out,OTA,Online Travel Agency,26/09/2018,04/10/2018,07/10/2018,04/10/2018,07/10/2018,2
1898,5063937,Hotel1,Cancelled,OTA,Online Travel Agency,26/09/2018,02/10/2018,03/10/2018,NULL,NULL,2
1899,5146380,Hotel1,Checked Out,WEB,Website,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1900,5137306,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,02/10/2018,03/10/2018,03/10/2018,03/10/2018,1
1901,5063923,Hotel2,Checked Out,OTA,Online Travel Agency,26/09/2018,05/10/2018,07/10/2018,05/10/2018,07/10/2018,2
1902,5146966,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1903,5064019,Hotel1,Cancelled,OTA,Online Travel Agency,26/09/2018,06/10/2018,09/10/2018,NULL,NULL,2
1904,5130036,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1905,5136243,Hotel2,Checked Out,GDS,Corporate Booking System,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1906,5141166,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1907,5141032,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1908,1860133,Hotel1,Checked Out,WEB,Website,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1909,5064183,Hotel1,Cancelled,GDS,Corporate Booking System,26/09/2018,01/10/2018,03/10/2018,NULL,NULL,1
1910,5146663,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1911,5130859,Hotel1,Checked Out,WEB,Website,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1912,5064193,Hotel1,Cancelled,OTA,Online Travel Agency,26/09/2018,02/10/2018,03/10/2018,NULL,NULL,2
1913,5135824,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1914,561346,Hotel2,Checked Out,WEB,Website,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1915,561346,Hotel2,Checked Out,WEB,Website,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1916,5130843,Hotel1,Checked Out,WEB,Website,26/09/2018,01/10/2018,03/10/2018,01/10/2018,03/10/2018,1
1917,5064301,Hotel2,Checked Out,WEB,Website,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1918,5064367,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1919,1047220,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1920,5141632,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
1921,5064457,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1922,5064526,Hotel1,Cancelled,OTA,Online Travel Agency,26/09/2018,05/10/2018,06/10/2018,NULL,NULL,1
1923,5064555,Hotel2,Cancelled,OTA,Online Travel Agency,26/09/2018,04/10/2018,05/10/2018,NULL,NULL,2
1924,5064580,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1925,5147269,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,04/10/2018,06/10/2018,04/10/2018,06/10/2018,1
1926,5154442,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
1927,4900690,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1928,5064663,Hotel1,Checked Out,WEB,Website,26/09/2018,06/10/2018,07/10/2018,06/10/2018,07/10/2018,2
1929,5146303,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1930,5123647,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,02/10/2018,04/10/2018,03/10/2018,04/10/2018,2
1931,5123677,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,02/10/2018,04/10/2018,03/10/2018,04/10/2018,2
1932,5064883,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,06/10/2018,08/10/2018,06/10/2018,08/10/2018,1
1933,5140909,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1934,42640,Hotel1,Checked Out,WEB,Website,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1935,42640,Hotel1,Checked Out,WEB,Website,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1936,5135496,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,1
1937,5065143,Hotel1,Cancelled,GDS,Corporate Booking System,26/09/2018,02/10/2018,04/10/2018,NULL,NULL,1
1938,5065158,Hotel2,Checked Out,OTA,Online Travel Agency,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
1939,5158648,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,07/10/2018,12/10/2018,07/10/2018,12/10/2018,1
1940,5065330,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,2
1941,5158285,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
1942,5065618,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1943,5065650,Hotel1,Checked Out,WEB,Website,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1944,5065884,Hotel1,Checked Out,WEB,Website,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1945,5065933,Hotel1,Checked Out,WEB,Website,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1946,5066202,Hotel1,Checked Out,WEB,Website,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
1947,660420,Hotel1,Checked Out,WEB,Website,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1948,5066388,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1949,5147559,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1950,5133385,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,02/10/2018,02/10/2018,02/10/2018,02/10/2018,2
1951,5128287,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1952,5146315,Hotel1,Checked Out,GDS,Corporate Booking System,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1953,5066617,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
1954,1651170,Hotel1,Checked Out,WEB,Website,26/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,2
1955,2730672,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1956,374382,Hotel1,Checked Out,WEB,Website,26/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
1957,3115615,Hotel2,Checked Out,OTA,Online Travel Agency,26/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,2
1958,5141110,Hotel1,Checked Out,OTA,Online Travel Agency,26/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1959,5076415,Hotel1,Cancelled,WEB,Website,26/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
1960,5076415,Hotel1,Cancelled,WEB,Website,26/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
1961,5076415,Hotel1,Cancelled,WEB,Website,26/09/2018,02/10/2018,03/10/2018,NULL,NULL,1
1962,5156946,Hotel2,Checked Out,OTA,Online Travel Agency,27/09/2018,07/10/2018,09/10/2018,07/10/2018,09/10/2018,1
1963,2318542,Hotel1,Checked Out,WEB,Website,27/09/2018,07/10/2018,08/10/2018,07/10/2018,08/10/2018,1
1964,5068380,Hotel1,Checked Out,OTA,Online Travel Agency,27/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1965,4379941,Hotel1,Checked Out,WEB,Website,27/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1966,32512,Hotel1,Checked Out,WEB,Website,27/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,1
1967,5140276,Hotel2,Checked Out,OTA,Online Travel Agency,27/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,2
1968,5069223,Hotel1,Checked Out,WEB,Website,27/09/2018,04/10/2018,05/10/2018,04/10/2018,05/10/2018,1
1969,5130109,Hotel2,Checked Out,OTA,Online Travel Agency,27/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1970,4530084,Hotel1,Cancelled,OTA,Online Travel Agency,27/09/2018,04/10/2018,05/10/2018,NULL,NULL,1
1971,37354,Hotel1,Checked Out,OTA,Online Travel Agency,27/09/2018,05/10/2018,05/10/2018,05/10/2018,06/10/2018,2
1972,5130954,Hotel1,Checked Out,GDS,Corporate Booking System,27/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1973,5069281,Hotel1,Checked Out,WEB,Website,27/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1974,5130627,Hotel1,Checked Out,WEB,Website,27/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1975,4903762,Hotel2,Checked Out,WEB,Website,27/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1976,4903762,Hotel2,Checked Out,WEB,Website,27/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1977,2980524,Hotel1,Checked Out,WEB,Website,27/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1978,4903804,Hotel2,Checked Out,WEB,Website,27/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,2
1979,4902069,Hotel2,Checked Out,WEB,Website,27/09/2018,02/10/2018,04/10/2018,02/10/2018,04/10/2018,1
1980,1980237,Hotel1,Checked Out,WEB,Website,27/09/2018,01/10/2018,02/10/2018,01/10/2018,02/10/2018,1
1981,2592495,Hotel2,Checked Out,WEB,Website,27/09/2018,01/10/2018,04/10/2018,01/10/2018,04/10/2018,1
1982,5145205,Hotel2,Checked Out,OTA,Online Travel Agency,27/09/2018,04/10/2018,05/10/2018,05/10/2018,05/10/2018,1
1983,5141703,Hotel1,Checked Out,GDS,Corporate Booking System,27/09/2018,03/10/2018,04/10/2018,03/10/2018,04/10/2018,1
1984,5134039,Hotel1,Checked Out,OTA,Online Travel Agency,27/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1985,5069538,Hotel1,Cancelled,GDS,Corporate Booking System,27/09/2018,03/10/2018,05/10/2018,NULL,NULL,1
1986,5135796,Hotel2,Checked Out,OTA,Online Travel Agency,27/09/2018,02/10/2018,12/10/2018,02/10/2018,12/10/2018,1
1987,5136718,Hotel1,Checked Out,OTA,Online Travel Agency,27/09/2018,02/10/2018,03/10/2018,02/10/2018,03/10/2018,1
1988,2284741,Hotel2,Checked Out,WEB,Website,27/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
1989,2284741,Hotel2,Checked Out,WEB,Website,27/09/2018,05/10/2018,06/10/2018,05/10/2018,06/10/2018,2
1990,3193773,Hotel1,Cancelled,OTA,Online Travel Agency,27/09/2018,01/10/2018,02/10/2018,NULL,NULL,2
