Reservation Id,Invoice Line Id,Revenue Group,Description,Quantity,Total,Vat (already included in Total),Posting Date
1846,4,City Tax,City Tax,1,5.16,0,06/10/2018
1847,1,Room revenue,Room Rental Charge,1,134,7.58,04/10/2018
1847,2,City Tax,City Tax,1,7.65,0,04/10/2018
1848,1,Room revenue,Room Rental Charge,1,96.9,5.48,07/10/2018
1848,2,City Tax,City Tax,1,5.53,0,07/10/2018
1848,3,Room revenue,Room Rental Charge,1,126.65,7.16,08/10/2018
1848,4,City Tax,City Tax,1,7.23,0,08/10/2018
1848,5,Food & Beverage,Warsteiner half pint,1,4.5,0.78,09/10/2018
1848,6,Room revenue,Room Rental Charge,1,139.4,7.89,09/10/2018
1848,7,City Tax,City Tax,1,7.96,0,09/10/2018
1848,8,Food & Beverage,On the day Breakfast Menu,1,16.95,0.95,10/10/2018
1848,9,Room revenue,Room Rental Charge,1,135.15,7.65,10/10/2018
1848,10,City Tax,City Tax,1,7.71,0,10/10/2018
1848,11,Room revenue,Room Rental Charge,1,130.9,7.4,11/10/2018
1848,12,City Tax,City Tax,1,7.47,0,11/10/2018
1848,13,Room revenue,Room Rental Charge,1,105.4,5.96,12/10/2018
1848,14,City Tax,City Tax,1,6.02,0,12/10/2018
1848,15,Room revenue,Room Rental Charge,1,113.9,6.44,13/10/2018
1848,16,City Tax,City Tax,1,6.5,0,13/10/2018
1848,17,Room revenue,Room Rental Charge,1,96.9,5.48,14/10/2018
1848,18,City Tax,City Tax,1,5.53,0,14/10/2018
1848,19,Room revenue,Room Rental Charge,1,135.15,7.65,15/10/2018
1848,20,City Tax,City Tax,1,7.71,0,15/10/2018
1848,21,Room revenue,Room Rental Charge,1,139.4,7.89,16/10/2018
1848,22,City Tax,City Tax,1,7.96,0,16/10/2018
1849,1,Room revenue,Room Rental Charge,1,152,8.6,05/10/2018
1849,2,City Tax,City Tax,1,8.68,0,05/10/2018
1850,1,Room revenue,Room Rental Charge,1,123.3,6.97,03/10/2018
1850,2,City Tax,City Tax,1,7.04,0,03/10/2018
1850,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1851,1,Room revenue,Room inc. breakfast,1,113.36,6.41,02/10/2018
1851,2,City Tax,City Tax,1,4.22,0,02/10/2018
1851,3,Reservation Upgrades,Breakfast prebooked,1,0,0,03/10/2018
1853,1,Room revenue,Room Rental Charge,1,114,6.45,07/10/2018
1853,2,City Tax,City Tax,1,6.51,0,07/10/2018
1854,1,Room revenue,Room Rental Charge,1,86.24,4.88,01/10/2018
1854,2,City Tax,City Tax,1,3.66,0,01/10/2018
1854,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1854,4,Room revenue,Room Rental Charge,1,98.56,5.57,02/10/2018
1854,5,City Tax,City Tax,1,4.18,0,02/10/2018
1854,6,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1854,7,Reservation Upgrades,Late Check out,1,29,1.64,03/10/2018
1855,1,Room revenue,Room Rental Charge,1,139,7.86,04/10/2018
1855,2,City Tax,City Tax,1,7.93,0,04/10/2018
1855,3,Food & Beverage,Breakfast on the day,1,16.95,0.95,05/10/2018
1856,1,Room revenue,Room Rental Charge,1,0,0,04/10/2018
1856,2,City Tax,City Tax,1,0,0,04/10/2018
1857,1,City Tax,City Tax,1,4.8,0,06/10/2018
1858,1,Room revenue,Room Rental Charge,1,0,0,03/10/2018
1858,2,City Tax,City Tax,1,0,0,03/10/2018
1859,1,Room revenue,Room Rental Charge,1,0,0,01/10/2018
1859,2,City Tax,City Tax,1,0,0,01/10/2018
1860,1,Food & Beverage,N. African couscous lamb,1,19,1.07,01/10/2018
1860,2,Food & Beverage,Chicken tikka masala,1,16.5,0.93,01/10/2018
1860,3,Food & Beverage,Indian V2C d,1,12,2.08,01/10/2018
1860,4,Food & Beverage,Grolsch half pint,1,4,0.69,01/10/2018
1860,5,City Tax,City Tax,1,6.18,0,01/10/2018
1860,6,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,02/10/2018
1861,1,Room revenue,Room inc. breakfast,1,152.95,8.65,04/10/2018
1861,2,City Tax,City Tax,1,7.93,0,04/10/2018
1861,3,Reservation Upgrades,Breakfast prebooked,1,0,0,05/10/2018
1862,1,City Tax,City Tax,1,3.82,0,04/10/2018
1862,2,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,05/10/2018
1862,3,City Tax,City Tax,1,3.85,0,05/10/2018
1862,4,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,06/10/2018
1863,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1863,2,City Tax,City Tax,1,8.22,0,01/10/2018
1863,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1864,1,Room revenue,Room inc. breakfast,1,127.95,7.24,07/10/2018
1864,2,City Tax,City Tax,1,6.51,0,07/10/2018
1864,3,Reservation Upgrades,Breakfast prebooked,1,0,0,08/10/2018
1865,1,Room revenue,Room Rental Charge,1,154,8.71,02/10/2018
1865,2,City Tax,City Tax,1,8.79,0,02/10/2018
1865,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1866,1,Room revenue,Room Rental Charge,1,118.15,6.68,04/10/2018
1866,2,City Tax,City Tax,1,6.74,0,04/10/2018
1866,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,05/10/2018
1867,1,Room revenue,Room Rental Charge,1,114,6.45,07/10/2018
1867,2,City Tax,City Tax,1,6.51,0,07/10/2018
1867,3,Food & Beverage,On the day Breakfast Menu,1,16.95,0.95,08/10/2018
1869,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1869,2,City Tax,City Tax,1,8.22,0,01/10/2018
1870,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1870,2,City Tax,City Tax,1,8.22,0,01/10/2018
1871,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1871,2,City Tax,City Tax,1,8.22,0,01/10/2018
1872,1,Room revenue,Room Rental Charge,1,120.56,6.82,03/10/2018
1872,2,City Tax,City Tax,1,6.88,0,03/10/2018
1873,1,City Tax,City Tax,1,6.63,0,02/10/2018
1874,1,Room revenue,Room Rental Charge,1,144,8.15,03/10/2018
1874,2,City Tax,City Tax,1,8.22,0,03/10/2018
1874,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1875,1,Room revenue,Room Rental Charge,1,105.4,5.96,02/10/2018
1875,2,City Tax,City Tax,1,4.47,0,02/10/2018
1875,3,Reservation Upgrades,Beverage low,1,0,0,02/10/2018
1875,4,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1875,5,Food & Beverage,Warsteiner pint,1,6.5,1.12,03/10/2018
1875,6,Room revenue,Room Rental Charge,1,118.15,6.68,03/10/2018
1875,7,City Tax,City Tax,1,5.02,0,03/10/2018
1875,8,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1876,1,Room revenue,Room inc. breakfast,1,127.95,7.24,07/10/2018
1876,2,City Tax,City Tax,1,6.51,0,07/10/2018
1876,3,Reservation Upgrades,Breakfast prebooked,1,0,0,08/10/2018
1877,1,Room revenue,Room Rental Charge,1,120.56,6.82,01/10/2018
1877,2,City Tax,City Tax,1,6.88,0,01/10/2018
1878,1,Room revenue,Room Rental Charge,1,123,6.96,06/10/2018
1878,2,City Tax,City Tax,1,7.02,0,06/10/2018
1878,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,07/10/2018
1879,1,Room revenue,Room Rental Charge,1,129,7.3,06/10/2018
1879,2,City Tax,City Tax,1,7.36,0,06/10/2018
1880,1,Room revenue,Room Rental Charge,1,154,8.71,02/10/2018
1880,2,City Tax,City Tax,1,8.79,0,02/10/2018
1881,1,Room revenue,Room Rental Charge,1,139,7.86,02/10/2018
1881,2,City Tax,City Tax,1,7.93,0,02/10/2018
1881,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1881,4,Room revenue,Room Rental Charge,1,139,7.86,03/10/2018
1881,5,City Tax,City Tax,1,7.93,0,03/10/2018
1881,6,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1883,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1883,2,City Tax,City Tax,1,8.22,0,01/10/2018
1885,1,Room revenue,Room Rental Charge,1,122.32,6.92,04/10/2018
1885,2,City Tax,City Tax,1,6.98,0,04/10/2018
1885,3,Room revenue,Room Rental Charge,1,139.92,7.92,05/10/2018
1885,4,City Tax,City Tax,1,7.99,0,05/10/2018
1885,5,Room revenue,Room Rental Charge,1,113.52,6.42,06/10/2018
1885,6,City Tax,City Tax,1,6.48,0,06/10/2018
1885,7,Room revenue,Room Rental Charge,1,100.32,5.67,07/10/2018
1885,8,City Tax,City Tax,1,5.73,0,07/10/2018
1886,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1886,2,City Tax,City Tax,1,8.22,0,01/10/2018
1887,1,Room revenue,Room Rental Charge,1,114,6.45,05/10/2018
1887,2,City Tax,City Tax,1,4.84,0,05/10/2018
1888,1,Room revenue,Room Rental Charge,1,109,6.16,07/10/2018
1888,2,City Tax,City Tax,1,6.22,0,07/10/2018
1891,1,Room revenue,Room inc. breakfast,1,150.95,8.54,03/10/2018
1891,2,City Tax,City Tax,1,7.82,0,03/10/2018
1891,3,Reservation Upgrades,Breakfast prebooked,1,0,0,04/10/2018
1892,1,Room revenue,Room Rental Charge,1,137,7.75,03/10/2018
1892,2,City Tax,City Tax,1,7.82,0,03/10/2018
1892,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1893,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1893,2,City Tax,City Tax,1,8.22,0,01/10/2018
1893,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1894,1,Room revenue,Room Rental Charge,1,115.2,6.52,01/10/2018
1894,2,City Tax,City Tax,1,6.58,0,01/10/2018
1894,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1895,1,Room revenue,Room Rental Charge,1,137,7.75,03/10/2018
1895,2,City Tax,City Tax,1,7.82,0,03/10/2018
1896,1,Room revenue,Room Rental Charge,1,147,8.32,02/10/2018
1896,2,City Tax,City Tax,1,8.39,0,02/10/2018
1897,1,City Tax,City Tax,1,3.63,0,04/10/2018
1897,2,City Tax,City Tax,1,3.81,0,05/10/2018
1897,3,City Tax,City Tax,1,4.47,0,06/10/2018
1899,1,Room revenue,Room Rental Charge,1,117.04,6.62,04/10/2018
1899,2,City Tax,City Tax,1,6.68,0,04/10/2018
1900,1,Room revenue,Room inc. breakfast,1,167.95,9.5,02/10/2018
1900,2,City Tax,City Tax,1,8.79,0,02/10/2018
1900,3,Reservation Upgrades,Breakfast prebooked,1,0,0,03/10/2018
1900,4,Reservation Upgrades,Miscellaneous,1,0.8,0.13,03/10/2018
1901,1,City Tax,City Tax,1,3.85,0,05/10/2018
1901,2,City Tax,City Tax,1,4.53,0,06/10/2018
1902,1,Room revenue,Room Rental Charge,1,139,7.86,04/10/2018
1902,2,City Tax,City Tax,1,7.93,0,04/10/2018
1904,1,Room revenue,Room Rental Charge,1,137,7.75,01/10/2018
1904,2,City Tax,City Tax,1,7.82,0,01/10/2018
1904,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1905,1,Room revenue,Room Rental Charge,1,109.65,6.2,02/10/2018
1905,2,City Tax,City Tax,1,4.65,0,02/10/2018
1905,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1906,1,Room revenue,Room inc. breakfast,1,157.95,8.94,03/10/2018
1906,2,City Tax,City Tax,1,8.22,0,03/10/2018
1906,3,Reservation Upgrades,Breakfast prebooked,1,0,0,04/10/2018
1907,1,Room revenue,Room Rental Charge,1,122.4,6.92,03/10/2018
1907,2,City Tax,City Tax,1,6.99,0,03/10/2018
1907,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1908,1,Room revenue,Room Rental Charge,1,120.56,6.82,01/10/2018
1908,2,City Tax,City Tax,1,6.88,0,01/10/2018
1910,1,Room revenue,Room Rental Charge,1,139,7.86,04/10/2018
1910,2,City Tax,City Tax,1,7.93,0,04/10/2018
1911,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1911,2,City Tax,City Tax,1,8.22,0,01/10/2018
1911,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1913,1,Room revenue,Room Rental Charge,1,147,8.32,02/10/2018
1913,2,City Tax,City Tax,1,8.39,0,02/10/2018
1914,1,Room revenue,Room Rental Charge,1,102.08,5.77,02/10/2018
1914,2,City Tax,City Tax,1,4.33,0,02/10/2018
1914,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1915,1,Room revenue,Room Rental Charge,1,102.08,5.77,02/10/2018
1915,2,City Tax,City Tax,1,4.33,0,02/10/2018
1915,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1916,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1916,2,City Tax,City Tax,1,8.22,0,01/10/2018
1916,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1916,4,Room revenue,Room Rental Charge,1,154,8.71,02/10/2018
1916,5,City Tax,City Tax,1,8.79,0,02/10/2018
1916,6,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1917,1,Room revenue,Room Rental Charge,1,98,5.54,01/10/2018
1917,2,City Tax,City Tax,1,4.16,0,01/10/2018
1917,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1918,1,Food & Beverage,Chicken tikka masala,1,16.5,0.93,03/10/2018
1918,2,Food & Beverage,Grolsch pint,1,6,1.04,03/10/2018
1918,3,Room revenue,Room Rental Charge,1,144,8.15,03/10/2018
1918,4,City Tax,City Tax,1,8.22,0,03/10/2018
1919,1,Food & Beverage,Westmalle Dubbel,1,5.5,0.95,04/10/2018
1919,2,Food & Beverage,Westmalle Dubbel,-1,-5.5,-0.95,04/10/2018
1919,3,Room revenue,Room Rental Charge,1,139,7.86,04/10/2018
1919,4,City Tax,City Tax,1,7.93,0,04/10/2018
1920,1,City Tax,City Tax,1,6.65,0,03/10/2018
1920,2,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1921,1,City Tax,City Tax,1,6.99,0,01/10/2018
1924,1,Room revenue,Room Rental Charge,1,137,7.75,04/10/2018
1924,2,City Tax,City Tax,1,7.82,0,04/10/2018
1925,1,Room revenue,Room Rental Charge,1,139,7.86,04/10/2018
1925,2,City Tax,City Tax,1,7.93,0,04/10/2018
1925,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,05/10/2018
1925,4,Room revenue,Room Rental Charge,1,159,9,05/10/2018
1925,5,City Tax,City Tax,1,9.08,0,05/10/2018
1925,6,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
1926,1,Room revenue,Room Rental Charge,1,116.1,6.57,06/10/2018
1926,2,City Tax,City Tax,1,6.63,0,06/10/2018
1927,1,City Tax,City Tax,1,6.99,0,01/10/2018
1928,1,Room revenue,Room Rental Charge,1,113.52,6.42,06/10/2018
1928,2,City Tax,City Tax,1,6.48,0,06/10/2018
1929,1,Food & Beverage,Warsteiner pint,1,6.5,1.12,04/10/2018
1929,2,Food & Beverage,Mozzarella melt,1,5.95,0.33,04/10/2018
1929,3,Food & Beverage,Warsteiner pint,1,6.5,1.12,04/10/2018
1929,4,Room revenue,Room Rental Charge,1,139,7.86,04/10/2018
1929,5,City Tax,City Tax,1,7.93,0,04/10/2018
1929,6,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,05/10/2018
1930,1,Room revenue,Room Rental Charge,1,147,8.32,02/10/2018
1930,2,City Tax,City Tax,1,8.39,0,02/10/2018
1930,3,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,03/10/2018
1930,4,Room revenue,Room Rental Charge,1,137,7.75,03/10/2018
1930,5,City Tax,City Tax,1,7.82,0,03/10/2018
1930,6,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,04/10/2018
1931,1,Room revenue,Room Rental Charge,1,147,8.32,02/10/2018
1931,2,City Tax,City Tax,1,8.39,0,02/10/2018
1931,3,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,03/10/2018
1931,4,Room revenue,Room Rental Charge,1,137,7.75,03/10/2018
1931,5,City Tax,City Tax,1,7.82,0,03/10/2018
1931,6,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,04/10/2018
1932,1,City Tax,City Tax,1,5.83,0,06/10/2018
1932,2,City Tax,City Tax,1,5.16,0,07/10/2018
1933,1,Room revenue,Room inc. breakfast,1,152.95,8.65,03/10/2018
1933,2,City Tax,City Tax,1,7.93,0,03/10/2018
1933,3,Reservation Upgrades,Breakfast prebooked,1,0,0,04/10/2018
1934,1,Food & Beverage,Grolsch pint,1,6,1.04,03/10/2018
1934,2,Room revenue,Room Rental Charge,1,120.56,6.82,03/10/2018
1934,3,City Tax,City Tax,1,6.88,0,03/10/2018
1934,4,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1935,1,Food & Beverage,The Founder Sauv gl,1,4.95,0.85,03/10/2018
1935,2,Room revenue,Room Rental Charge,1,120.56,6.82,03/10/2018
1935,3,City Tax,City Tax,1,6.88,0,03/10/2018
1935,4,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1936,1,Room revenue,Room Rental Charge,1,154,8.71,02/10/2018
1936,2,City Tax,City Tax,1,8.79,0,02/10/2018
1936,3,Room revenue,Room Rental Charge,1,144,8.15,03/10/2018
1936,4,City Tax,City Tax,1,8.22,0,03/10/2018
1936,5,Food & Beverage,Prebooked Breakfast Menu,2,27.9,1.57,04/10/2018
1938,1,City Tax,City Tax,1,3.42,0,04/10/2018
1939,1,City Tax,City Tax,1,5.4,0,07/10/2018
1939,2,Food & Beverage,Prebooked Breakfast Menu,1,13.95,0.78,08/10/2018
1939,3,Food & Beverage,Solan de Cobras Still,1,4,0.22,08/10/2018
1939,4,Food & Beverage,Courgetti Chicken,1,9.5,0.53,08/10/2018
1939,5,City Tax,City Tax,1,7.23,0,08/10/2018
1939,6,Food & Beverage,Broderick's caramental,1,2.5,0.14,09/10/2018
1939,7,Food & Beverage,Vitamin Well focus,1,4.25,0.24,09/10/2018
1939,8,Food & Beverage,Dutch bitterballen,1,7.5,0.42,09/10/2018
1939,9,Food & Beverage,N. African couscous lamb,1,19,1.07,09/10/2018
1939,10,Food & Beverage,BKT Juice,1,3,0.16,09/10/2018
1939,11,City Tax,City Tax,1,8.44,0,09/10/2018
1939,12,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,10/10/2018
1939,13,Food & Beverage,Tea fresh,1,3.5,0.19,10/10/2018
1939,14,Food & Beverage,Broderick's caramental,1,2.5,0.14,10/10/2018
1939,15,City Tax,City Tax,1,7.71,0,10/10/2018
1939,16,Food & Beverage,Courgetti Chicken,1,9.5,0.53,11/10/2018
1939,17,Food & Beverage,Vitamin Well focus,1,4.25,0.24,11/10/2018
1939,18,Food & Beverage,Marie Stella Still,2,7,0.39,11/10/2018
1939,19,Food & Beverage,Marie Stella Sparkling ,1,3.5,0.19,11/10/2018
1939,20,City Tax,City Tax,1,8.2,0,11/10/2018
1940,1,City Tax,City Tax,1,5.16,0,07/10/2018
1940,2,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,08/10/2018
1941,1,Room revenue,Room Rental Charge,1,114,6.45,07/10/2018
1941,2,City Tax,City Tax,1,6.51,0,07/10/2018
1942,1,Room revenue,Room Rental Charge,1,139,7.86,04/10/2018
1942,2,City Tax,City Tax,1,7.93,0,04/10/2018
1943,1,Room revenue,Room Rental Charge,1,133,7.52,04/10/2018
1943,2,City Tax,City Tax,1,7.59,0,04/10/2018
1944,1,Room revenue,Room Rental Charge,1,137,7.75,03/10/2018
1944,2,City Tax,City Tax,1,7.82,0,03/10/2018
1944,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1945,1,Room revenue,Room Rental Charge,1,137,7.75,03/10/2018
1945,2,City Tax,City Tax,1,7.82,0,03/10/2018
1945,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1946,1,Room revenue,Room Rental Charge,1,120.56,6.82,01/10/2018
1946,2,City Tax,City Tax,1,6.88,0,01/10/2018
1947,1,Room revenue,Room Rental Charge,1,144,8.15,03/10/2018
1947,2,City Tax,City Tax,1,8.22,0,03/10/2018
1948,1,City Tax,City Tax,1,6.99,0,03/10/2018
1949,1,Room revenue,Room Rental Charge,1,133,7.52,04/10/2018
1949,2,City Tax,City Tax,1,7.59,0,04/10/2018
1950,1,Food & Beverage,Grolsch pint,1,6,1.04,02/10/2018
1950,2,Food & Beverage,Grolsch pint,1,6,1.04,02/10/2018
1950,3,Room revenue,Room Rental Charge,1,147,8.32,02/10/2018
1950,4,City Tax,City Tax,1,8.39,0,02/10/2018
1951,1,Food & Beverage,Warsteiner pint,1,6.5,1.12,01/10/2018
1951,2,Food & Beverage,Juicy meatballs,1,7.5,0.42,01/10/2018
1951,3,Food & Beverage,Warsteiner pint,1,6.5,1.12,01/10/2018
1951,4,Food & Beverage,Stroopwafels,2,7.9,0.44,01/10/2018
1951,5,Room revenue,Room inc. breakfast,1,157.95,8.94,01/10/2018
1951,6,City Tax,City Tax,1,8.22,0,01/10/2018
1951,7,Reservation Upgrades,Breakfast prebooked,1,0,0,02/10/2018
1952,1,Room revenue,Room Rental Charge,1,139,7.86,04/10/2018
1952,2,City Tax,City Tax,1,7.93,0,04/10/2018
1953,1,Food & Beverage,Beef panang curry,1,17.5,0.99,04/10/2018
1953,2,Food & Beverage,Grolsch half pint,1,4,0.69,04/10/2018
1953,3,Food & Beverage,De Linie Pinot Noir gl,1,7.5,1.3,04/10/2018
1953,4,Room revenue,Room Rental Charge,1,139,7.86,04/10/2018
1953,5,City Tax,City Tax,1,7.93,0,04/10/2018
1954,1,Room revenue,Room Rental Charge,1,118.15,6.68,04/10/2018
1954,2,City Tax,City Tax,1,6.74,0,04/10/2018
1954,3,Food & Beverage,Beverage low,2,0,0,04/10/2018
1955,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1955,2,City Tax,City Tax,1,8.22,0,01/10/2018
1955,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1956,1,Food & Beverage,The Founder Sauv gl,1,4.95,0.85,02/10/2018
1956,2,Food & Beverage,Harissa tajine vegan,1,15.5,0.87,02/10/2018
1956,3,Food & Beverage,Ricotta tortellini,1,17.5,0.99,02/10/2018
1956,4,Food & Beverage,The Founder Sauv gl,2,9.9,1.71,02/10/2018
1956,5,Food & Beverage,Marie Stella Sparkling ,1,3.5,0.19,02/10/2018
1956,6,Food & Beverage,Broderick's road rocking,1,2.5,0.14,02/10/2018
1956,7,Food & Beverage,Americano,1,3.25,0.18,02/10/2018
1956,8,Food & Beverage,Cappuccino,1,3,0.16,02/10/2018
1956,9,Room revenue,Room Rental Charge,1,129.36,7.32,02/10/2018
1956,10,City Tax,City Tax,1,7.38,0,02/10/2018
1957,1,Food & Beverage,Blueberry Bliss,1,10.5,1.82,01/10/2018
1957,2,Food & Beverage,Mgroni,1,10,1.73,01/10/2018
1957,3,Room revenue,Room Rental Charge,1,88.2,4.99,01/10/2018
1957,4,City Tax,City Tax,1,3.74,0,01/10/2018
1958,1,Room revenue,Room inc. breakfast,1,157.95,8.94,03/10/2018
1958,2,City Tax,City Tax,1,8.22,0,03/10/2018
1958,3,Reservation Upgrades,Breakfast prebooked,1,0,0,04/10/2018
1962,1,Room revenue,Room inc. breakfast,1,97.95,5.54,07/10/2018
1962,2,City Tax,City Tax,1,3.57,0,07/10/2018
1962,3,Reservation Upgrades,Breakfast prebooked,1,0,0,08/10/2018
1962,4,Room revenue,Room inc. breakfast,1,127.95,7.24,08/10/2018
1962,5,City Tax,City Tax,1,4.84,0,08/10/2018
1962,6,Reservation Upgrades,Breakfast prebooked,1,0,0,09/10/2018
1963,1,Room revenue,Room Rental Charge,1,95.92,5.42,07/10/2018
1963,2,City Tax,City Tax,1,5.47,0,07/10/2018
1964,1,City Tax,City Tax,1,6.45,0,04/10/2018
1965,1,Room revenue,Room Rental Charge,1,122.4,6.92,03/10/2018
1965,2,City Tax,City Tax,1,6.99,0,03/10/2018
1966,1,Room revenue,Room Rental Charge,1,124.96,7.07,05/10/2018
1966,2,City Tax,City Tax,1,7.13,0,05/10/2018
1966,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,06/10/2018
1967,1,Room revenue,Room Rental Charge,1,112.5,6.36,03/10/2018
1967,2,City Tax,City Tax,1,4.78,0,03/10/2018
1968,1,Room revenue,Room Rental Charge,1,135.52,7.67,04/10/2018
1968,2,City Tax,City Tax,1,7.73,0,04/10/2018
1969,1,Room revenue,Room inc. breakfast,1,100.75,5.7,01/10/2018
1969,2,City Tax,City Tax,1,3.68,0,01/10/2018
1969,3,Reservation Upgrades,Breakfast prebooked,1,0,0,02/10/2018
1971,1,Room revenue,Room Rental Charge,1,134,7.58,05/10/2018
1971,2,City Tax,City Tax,1,7.65,0,05/10/2018
1972,1,Room revenue,Room Rental Charge,1,144,8.15,01/10/2018
1972,2,City Tax,City Tax,1,8.22,0,01/10/2018
1973,1,Food & Beverage,Kaiken Terroir gl,1,8.5,1.47,03/10/2018
1973,2,Food & Beverage,Marie Stella Sparkling ,2,7,0.39,03/10/2018
1973,3,Room revenue,Room Rental Charge,1,129.36,7.32,03/10/2018
1973,4,City Tax,City Tax,1,7.38,0,03/10/2018
1973,5,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,04/10/2018
1974,1,Room revenue,Room Rental Charge,1,122.4,6.92,01/10/2018
1974,2,City Tax,City Tax,1,6.99,0,01/10/2018
1974,3,Food & Beverage,Beverage low,1,0,0,01/10/2018
1974,4,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1975,1,Room revenue,Room Rental Charge,1,98.56,5.57,02/10/2018
1975,2,City Tax,City Tax,1,4.18,0,02/10/2018
1975,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1976,1,Room revenue,Room Rental Charge,1,98.56,5.57,02/10/2018
1976,2,City Tax,City Tax,1,4.18,0,02/10/2018
1976,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1977,1,Room revenue,Room Rental Charge,1,154,8.71,02/10/2018
1977,2,City Tax,City Tax,1,8.79,0,02/10/2018
1977,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,03/10/2018
1978,1,Room revenue,Room Rental Charge,1,98.56,5.57,02/10/2018
1978,2,City Tax,City Tax,1,4.18,0,02/10/2018
1978,3,Reservation Upgrades,Breakfast prebooked,2,27.9,1.57,03/10/2018
1979,1,Room revenue,Room Rental Charge,1,98.56,5.57,02/10/2018
1979,2,City Tax,City Tax,1,4.18,0,02/10/2018
1979,3,Reservation Upgrades,Beverage low,1,0,0,02/10/2018
1979,4,Room revenue,Room Rental Charge,1,106.48,6.02,03/10/2018
1979,5,City Tax,City Tax,1,4.52,0,03/10/2018
1980,1,Room revenue,Room Rental Charge,1,126.72,7.17,01/10/2018
1980,2,City Tax,City Tax,1,7.23,0,01/10/2018
1980,3,Reservation Upgrades,Breakfast prebooked,1,13.95,0.78,02/10/2018
1981,1,Room revenue,Room Rental Charge,1,86.24,4.88,01/10/2018
1981,2,City Tax,City Tax,1,3.66,0,01/10/2018
